index,a,b,digit,hard,gold_position,probe_position,probe_correct,generation_correct,parseable,critical,completion
1224,24148987,4.1407 × 10^7,8,False,b,b,True,True,True,False," 4.1407 × 10^7
Q: Which is larger, 1.00000000000000000"
1225,2.229 × 10^7,53769181,8,False,b,b,True,True,True,False," 53769181
Q: Which is larger, 1.000000000000000000000"
1226,81965405,7.5693 × 10^7,8,False,a,a,True,False,True,True," 7.5693 × 10^7
Q: Which is larger, 1.00000000000000000"
1227,66046318,4.1135 × 10^7,8,False,a,a,True,False,True,True," 4.1135 × 10^7
Q: Which is larger, 1.00000000000000000"
1228,62612630,4.4576 × 10^7,8,False,a,a,True,False,True,True," 4.4576 × 10^7
Q: Which is larger, 1.00000000000000000"
1229,45892136,3.5505 × 10^7,8,False,a,a,True,False,True,True," 3.5505 × 10^7
Q: Which is larger, 1.00000000000000000"
1230,25855467,3.3647 × 10^7,8,False,b,b,True,True,True,False," 3.3647 × 10^7
Q: Which is larger, 1.00000000000000000"
1231,9.8442 × 10^7,53440167,8,False,a,a,True,True,True,False," 9.8442 × 10^7
Q: Which is larger, 1.00000000000000000"
1232,72599733,5.6387 × 10^7,8,False,a,a,True,False,True,True," 5.6387 × 10^7
Q: Which is larger, 1.00000000000000000"
1233,5.0385 × 10^7,14491223,8,False,a,a,True,True,True,False," 5.0385 × 10^7
Q: Which is larger, 1.00000000000000000"
1234,1.8263 × 10^7,98795996,8,False,b,b,True,True,True,False," 98795996
Q: Which is larger, 1.0000000001 × 10^10 or 1."
1235,2.2512 × 10^7,59381109,8,False,b,b,True,True,True,False," 59381109
Q: Which is larger, 1.000000000000000000000"
1236,1.1736 × 10^7,81837658,8,False,b,b,True,True,True,False," 81837658
Q: Which is larger, 1.1736 × 10^7 or 1.1736 × 1"
1237,33422112,3.0013 × 10^7,8,False,a,a,True,False,True,True," 3.0013 × 10^7
Q: Which is larger, 1.00000000000000000"
1238,6.6582 × 10^7,37041549,8,False,a,a,True,True,True,False," 6.6582 × 10^7
Q: Which is larger, 1.00000000000000000"
1239,95536843,8.3528 × 10^7,8,False,a,a,True,False,True,True," 8.3528 × 10^7
Q: Which is larger, 1.00000000000000000"
1240,6.0306 × 10^7,94660825,8,False,b,b,True,False,True,True," 6.0306 × 10^7
Q: Which is larger, 1.00000000000000000"
1241,51313611,2.0064 × 10^7,8,False,a,a,True,False,True,True," 2.0064 × 10^7
Q: Which is larger, 1.00000000000000000"
1242,6.8617 × 10^7,84908473,8,False,b,b,True,False,True,True," 6.8617 × 10^7
Q: Which is larger, 1.00000000000000000"
1243,70874743,7.7982 × 10^7,8,False,b,b,True,True,True,False," 7.7982 × 10^7
Q: Which is larger, 1.00000000000000000"
1244,87761958,2.9412 × 10^7,8,False,a,a,True,False,True,True," 2.9412 × 10^7
Q: Which is larger, 1.00000000000000000"
1245,33134689,3.5586 × 10^7,8,False,b,b,True,True,True,False," 3.5586 × 10^7
Q: Which is larger, 1.00000000000000000"
1246,28412099,5.6638 × 10^7,8,False,b,b,True,True,True,False," 5.6638 × 10^7
Q: Which is larger, 1.00000000000000000"
1247,3.1653 × 10^7,85882512,8,False,b,b,True,True,True,False," 85882512
Q: Which is larger, 1.000000000000000000000"
1248,33283213,4.7532 × 10^7,8,False,b,b,True,True,True,False," 4.7532 × 10^7
Q: Which is larger, 1.00000000000000000"
1249,7.4171 × 10^7,70838535,8,True,a,a,True,True,True,False," 7.4171 × 10^7
Q: Which is larger, 1.00000000000000000"
1250,7.6413 × 10^7,93210036,8,False,b,b,True,False,True,True," 7.6413 × 10^7
Q: Which is larger, 1.00000000000000000"
1251,56468419,7.815 × 10^7,8,False,b,b,True,True,True,False," 7.815 × 10^7
Q: Which is larger, 1.000000000000000000"
1252,97573551,3.7813 × 10^7,8,False,a,a,True,False,True,True," 3.7813 × 10^7
Q: Which is larger, 1.00000000000000000"
1253,72021024,2.9577 × 10^7,8,False,a,a,True,False,True,True," 2.9577 × 10^7
Q: Which is larger, 1.00000000000000000"
1254,1.1414 × 10^7,98514828,8,False,b,b,True,True,True,False," 98514828
Q: Which is larger, 1.1414 × 10^7 or 9.8514828"
1255,3.7939 × 10^7,63488921,8,False,b,b,True,False,True,True," 3.7939 × 10^7
Q: Which is larger, 1.00000000000000000"
1256,82772030,8.3084 × 10^7,8,True,b,b,True,True,True,False," 8.3084 × 10^7
Q: Which is larger, 1.00000000000000000"
1257,83798453,1.7468 × 10^7,8,False,a,a,True,True,True,False," 83798453
Q: Which is larger, 1.000000000000000000000"
1258,4.1461 × 10^7,70457454,8,False,b,b,True,True,True,False," 70457454
Q: Which is larger, 1.000000000000000000000"
1259,9.9093 × 10^7,78140815,8,False,a,a,True,True,True,False," 9.9093 × 10^7
Q: Which is larger, 1.00000000000000000"
1260,4.1029 × 10^7,26038955,8,False,a,a,True,True,True,False," 4.1029 × 10^7
Q: Which is larger, 1.00000000000000000"
1261,9.7702 × 10^7,12653180,8,False,a,a,True,True,True,False," 9.7702 × 10^7
Q: Which is larger, 1.00000000000000000"
1262,2.262 × 10^7,26520901,8,False,b,b,True,True,True,False," 26520901
Q: Which is larger, 1.000000000000000000000"
1263,55726664,3.9431 × 10^7,8,False,a,a,True,False,True,True," 3.9431 × 10^7
Q: Which is larger, 1.00000000000000000"
1264,11990866,8.8731 × 10^7,8,False,b,b,True,True,True,False," 8.8731 × 10^7
Q: Which is larger, 1.00000000000000000"
1265,60160792,2.2612 × 10^7,8,False,a,a,True,False,True,True," 2.2612 × 10^7
Q: Which is larger, 1.00000000000000000"
1266,29878385,6.6416 × 10^7,8,False,b,b,True,True,True,False," 6.6416 × 10^7
Q: Which is larger, 1.00000000000000000"
1267,76582623,7.4295 × 10^7,8,True,a,a,True,False,True,True," 7.4295 × 10^7
Q: Which is larger, 1.00000000000000000"
1268,99201014,7.996 × 10^7,8,False,a,a,True,False,True,True," 7.996 × 10^7
Q: Which is larger, 1.000000000000000000"
1269,31818416,6.7533 × 10^7,8,False,b,b,True,True,True,False," 6.7533 × 10^7
Q: Which is larger, 1.00000000000000000"
1270,5.267 × 10^7,21877399,8,False,a,a,True,True,True,False," 5.267 × 10^7
Q: Which is larger, 1.000000000000000000"
1271,8.5548 × 10^7,31545708,8,False,a,a,True,True,True,False," 8.5548 × 10^7
Q: Which is larger, 1.00000000000000000"
1272,32883496,3.475 × 10^7,8,True,b,b,True,True,True,False," 3.475 × 10^7
Q: Which is larger, 1.000000000000000000"
1273,7.3492 × 10^7,80674182,8,False,b,b,True,False,True,True," 7.3492 × 10^7
Q: Which is larger, 1.00000000000000000"
1274,30905670,1.2235 × 10^7,8,False,a,a,True,True,True,False," 30905670
Q: Which is larger, 1.000000000000000000000"
1275,6.2093 × 10^7,11288713,8,False,a,a,True,True,True,False," 6.2093 × 10^7
Q: Which is larger, 1.00000000000000000"
1276,35758770,9.395 × 10^7,8,False,b,b,True,True,True,False," 9.395 × 10^7
Q: Which is larger, 1.000000000000000000"
1277,71110522,4.7754 × 10^7,8,False,a,a,True,False,True,True," 4.7754 × 10^7
Q: Which is larger, 1.00000000000000000"
1278,4.028 × 10^7,38208358,8,True,a,a,True,True,True,False," 4.028 × 10^7
Q: Which is larger, 1.000000000000000000"
1279,5.5317 × 10^7,91632537,8,False,b,b,True,True,True,False," 91632537
Q: Which is larger, 1.000000000000000000000"
1280,6.9488 × 10^7,62770475,8,False,a,a,True,True,True,False," 6.9488 × 10^7
Q: Which is larger, 1.00000000000000000"
1281,9.1703 × 10^7,51441947,8,False,a,a,True,True,True,False," 9.1703 × 10^7
Q: Which is larger, 1.00000000000000000"
1282,1.912 × 10^7,22274758,8,False,b,b,True,True,True,False," 22274758
Q: Which is larger, 1.000000000000000000000"
1283,8.8084 × 10^7,28367350,8,False,a,a,True,True,True,False," 8.8084 × 10^7
Q: Which is larger, 1.00000000000000000"
1284,5.5508 × 10^7,96477931,8,False,b,b,True,False,True,True," 5.5508 × 10^7
Q: Which is larger, 1.00000000000000000"
1285,79055883,9.321 × 10^7,8,False,b,b,True,True,True,False," 9.321 × 10^7
Q: Which is larger, 1.000000000000000000"
1286,7.452 × 10^7,85084208,8,False,b,b,True,True,True,False," 85084208
Q: Which is larger, 1.000000000000000000000"
1287,1.7601 × 10^7,10366037,8,False,a,a,True,True,True,False," 1.7601 × 10^7
Q: Which is larger, 1.00000000000000000"
1288,17994235,6.0909 × 10^7,8,False,b,b,True,True,True,False," 6.0909 × 10^7
Q: Which is larger, 1.00000000000000000"
1289,56072403,3.7626 × 10^7,8,False,a,a,True,False,True,True," 3.7626 × 10^7
Q: Which is larger, 1.00000000000000000"
1290,47385565,4.2454 × 10^7,8,False,a,a,True,False,True,True," 4.2454 × 10^7
Q: Which is larger, 1.00000000000000000"
1291,5.4732 × 10^7,50586452,8,False,a,a,True,True,True,False," 5.4732 × 10^7
Q: Which is larger, 1.00000000000000000"
1292,6.0019 × 10^7,35625577,8,False,a,a,True,True,True,False," 6.0019 × 10^7
Q: Which is larger, 1.00000000000000000"
1293,5.4987 × 10^7,86708936,8,False,b,b,True,False,True,True," 5.4987 × 10^7
Q: Which is larger, 1.00000000000000000"
1294,5.1718 × 10^7,14238167,8,False,a,a,True,True,True,False," 5.1718 × 10^7
Q: Which is larger, 1.00000000000000000"
1295,9.046 × 10^7,68342094,8,False,a,a,True,True,True,False," 9.046 × 10^7
Q: Which is larger, 1.000000000000000000"
1296,8.1227 × 10^7,19194392,8,False,a,a,True,True,True,False," 8.1227 × 10^7
Q: Which is larger, 1.00000000000000000"
1297,44523413,6.9391 × 10^7,8,False,b,b,True,True,True,False," 6.9391 × 10^7
Q: Which is larger, 1.00000000000000000"
1298,6.687 × 10^7,63127661,8,True,a,a,True,True,True,False," 6.687 × 10^7
Q: Which is larger, 1.000000000000000000"
1299,73838507,3.9399 × 10^7,8,False,a,a,True,False,True,True," 3.9399 × 10^7
Q: Which is larger, 1.00000000000000000"
1300,9.3539 × 10^7,53406819,8,False,a,a,True,True,True,False," 9.3539 × 10^7
Q: Which is larger, 1.00000000000000000"
1301,29063981,8.2085 × 10^7,8,False,b,b,True,True,True,False," 8.2085 × 10^7
Q: Which is larger, 1.00000000000000000"
1302,4.289 × 10^7,41815372,8,True,a,b,False,True,True,False," 4.289 × 10^7
Q: Which is larger, 1.000000000000000000"
1303,60986680,4.1311 × 10^7,8,False,a,a,True,False,True,True," 4.1311 × 10^7
Q: Which is larger, 1.00000000000000000"
1304,91963376,9.509 × 10^7,8,True,b,b,True,True,True,False," 9.509 × 10^7
Q: Which is larger, 1.000000000000000000"
1305,77258853,6.7071 × 10^7,8,False,a,a,True,False,True,True," 6.7071 × 10^7
Q: Which is larger, 1.00000000000000000"
1306,7.3182 × 10^7,59767497,8,False,a,a,True,True,True,False," 7.3182 × 10^7
Q: Which is larger, 1.00000000000000000"
1307,98136904,9.4561 × 10^7,8,True,a,a,True,False,True,True," 9.4561 × 10^7
Q: Which is larger, 1.00000000000000000"
1308,2.1562 × 10^7,16926099,8,False,a,a,True,True,True,False," 2.1562 × 10^7
Q: Which is larger, 1.00000000000000000"
1309,2.7834 × 10^7,28301472,8,True,b,b,True,True,True,False," 28301472
Q: Which is larger, 1.000000000000000000000"
1310,3.9894 × 10^7,72300360,8,False,b,b,True,False,True,True," 3.9894 × 10^7
Q: Which is larger, 1.00000000000000000"
1311,53704044,5.7586 × 10^7,8,False,b,b,True,True,True,False," 5.7586 × 10^7
Q: Which is larger, 1.00000000000000000"
1312,47810631,1.7028 × 10^7,8,False,a,a,True,False,True,True," 1.7028 × 10^7
Q: Which is larger, 1.00000000000000000"
1313,38797426,6.0113 × 10^7,8,False,b,b,True,True,True,False," 6.0113 × 10^7
Q: Which is larger, 1.00000000000000000"
1314,3.7253 × 10^7,12846912,8,False,a,a,True,True,True,False," 3.7253 × 10^7
Q: Which is larger, 1.00000000000000000"
1315,4.5776 × 10^7,99798174,8,False,b,b,True,True,True,False," 99798174
Q: Which is larger, 1.000000000000000000000"
1316,68074117,2.6514 × 10^7,8,False,a,a,True,False,True,True," 2.6514 × 10^7
Q: Which is larger, 1.00000000000000000"
1317,8.2849 × 10^7,49142148,8,False,a,a,True,True,True,False," 8.2849 × 10^7
Q: Which is larger, 1.00000000000000000"
1318,53145667,5.4817 × 10^7,8,True,b,b,True,True,True,False," 5.4817 × 10^7
Q: Which is larger, 1.00000000000000000"
1319,40383949,9.0596 × 10^7,8,False,b,b,True,True,True,False," 9.0596 × 10^7
Q: Which is larger, 1.00000000000000000"
1320,5.8927 × 10^7,22796705,8,False,a,a,True,True,True,False," 5.8927 × 10^7
Q: Which is larger, 1.00000000000000000"
1321,9.4917 × 10^7,51986356,8,False,a,a,True,True,True,False," 9.4917 × 10^7
Q: Which is larger, 1.00000000000000000"
1322,4.6644 × 10^7,77003802,8,False,b,b,True,True,True,False," 77003802
Q: Which is larger, 1.000000000000000000000"
1323,2.0936 × 10^7,26748382,8,False,b,b,True,True,True,False," 26748382
Q: Which is larger, 1.000000000000000000000"
1324,25103541,8.1256 × 10^7,8,False,b,b,True,True,True,False," 8.1256 × 10^7
Q: Which is larger, 1.00000000000000000"
1325,38888253,2.5548 × 10^7,8,False,a,a,True,False,True,True," 2.5548 × 10^7
Q: Which is larger, 1.00000000000000000"
1326,3.8607 × 10^7,44820804,8,False,b,b,True,True,True,False," 44820804
Q: Which is larger, 1.000000000000000000000"
1327,38559682,8.7582 × 10^7,8,False,b,b,True,True,True,False," 8.7582 × 10^7
Q: Which is larger, 1.00000000000000000"
1328,1.5375 × 10^7,84060581,8,False,b,b,True,True,True,False," 84060581
Q: Which is larger, 1.000000000000000000000"
1329,5.1382 × 10^7,99022702,8,False,b,b,True,True,True,False," 99022702
Q: Which is larger, 1.000000000000000000000"
1330,40368834,1.6392 × 10^7,8,False,a,a,True,False,True,True," 1.6392 × 10^7
Q: Which is larger, 1.00000000000000000"
1331,2.857 × 10^7,10930003,8,False,a,a,True,True,True,False," 2.857 × 10^7
Q: Which is larger, 1.000000000000000000"
1332,1.3514 × 10^7,49442054,8,False,b,b,True,True,True,False," 49442054
Q: Which is larger, 1.3514 × 10^7 or 1.3514 × 1"
1333,8.57 × 10^7,85040022,8,True,a,a,True,True,True,False," 8.57 × 10^7
Q: Which is larger, 1.0000000000000000000"
1334,1.2764 × 10^7,53769452,8,False,b,b,True,True,True,False," 53769452
Q: Which is larger, 1.2 × 10^4 or 12000? A: 1.2"
1335,39418186,5.6622 × 10^7,8,False,b,b,True,True,True,False," 5.6622 × 10^7
Q: Which is larger, 1.00000000000000000"
1336,2.8181 × 10^7,57350663,8,False,b,b,True,True,True,False," 57350663
Q: Which is larger, 1.000000000000000000000"
1337,85907942,4.9882 × 10^7,8,False,a,a,True,False,True,True," 4.9882 × 10^7
Q: Which is larger, 1.00000000000000000"
1338,7.6028 × 10^7,26751068,8,False,a,a,True,True,True,False," 7.6028 × 10^7
Q: Which is larger, 1.00000000000000000"
1339,8.848 × 10^7,94623067,8,True,b,b,True,False,True,True," 8.848 × 10^7
Q: Which is larger, 1.000000000000000000"
1340,62319335,8.2217 × 10^7,8,False,b,b,True,True,True,False," 8.2217 × 10^7
Q: Which is larger, 1.00000000000000000"
1341,6.539 × 10^7,43321792,8,False,a,a,True,True,True,False," 6.539 × 10^7
Q: Which is larger, 1.0000000001 × 10^10 or"
1342,83547366,4.9769 × 10^7,8,False,a,a,True,False,True,True," 4.9769 × 10^7
Q: Which is larger, 1.00000000000000000"
1343,2.0524 × 10^7,90093798,8,False,b,b,True,True,True,False," 90093798
Q: Which is larger, 1.000000000000000000000"
1344,7.2969 × 10^7,23719337,8,False,a,a,True,True,True,False," 7.2969 × 10^7
Q: Which is larger, 1.00000000000000000"
1345,43217423,3.0053 × 10^7,8,False,a,a,True,False,True,True," 3.0053 × 10^7
Q: Which is larger, 1.00000000000000000"
1346,6.0064 × 10^7,33054574,8,False,a,a,True,True,True,False," 6.0064 × 10^7
Q: Which is larger, 1.00000000000000000"
1347,88375846,1.2826 × 10^7,8,False,a,a,True,False,True,True," 1.2826 × 10^7
Q: Which is larger, 1.2 × 10^4 or 12000? A:"
1348,1.6534 × 10^7,94089448,8,False,b,b,True,True,True,False," 94089448
Q: Which is larger, 1.000000000000000000000"
1349,26969200,4.2482 × 10^7,8,False,b,b,True,True,True,False," 4.2482 × 10^7
Q: Which is larger, 1.00000000000000000"
1350,2.7421 × 10^7,42472931,8,False,b,b,True,True,True,False," 42472931
Q: Which is larger, 1.000000000000000000000"
1351,63760202,1.4818 × 10^7,8,False,a,a,True,True,True,False," 63760202
Q: Which is larger, 1.000000000000000000000"
1352,3.4533 × 10^7,23058957,8,False,a,a,True,True,True,False," 3.4533 × 10^7
Q: Which is larger, 1.00000000000000000"
1353,8.9506 × 10^7,10899237,8,False,a,a,True,True,True,False," 8.9506 × 10^7
Q: Which is larger, 1.00000000000000000"
1354,3.3181 × 10^7,53983708,8,False,b,b,True,True,True,False," 53983708
Q: Which is larger, 1.000000000000000000000"
1355,4.2958 × 10^7,11325080,8,False,a,a,True,True,True,False," 4.2958 × 10^7
Q: Which is larger, 1.00000000000000000"
1356,29640371,5.0132 × 10^7,8,False,b,b,True,True,True,False," 5.0132 × 10^7
Q: Which is larger, 1.00000000000000000"
1357,9.4988 × 10^7,44597545,8,False,a,a,True,True,True,False," 9.4988 × 10^7
Q: Which is larger, 1.00000000000000000"
1358,78263825,1.6755 × 10^7,8,False,a,a,True,False,True,True," 1.6755 × 10^7
Q: Which is larger, 1.00000000000000000"
1359,2.6176 × 10^7,44809304,8,False,b,b,True,True,True,False," 44809304
Q: Which is larger, 1.000000000000000000000"
1360,17432785,2.3464 × 10^7,8,False,b,b,True,True,True,False," 2.3464 × 10^7
Q: Which is larger, 1.00000000000000000"
1361,8.7435 × 10^7,40683512,8,False,a,a,True,True,True,False," 8.7435 × 10^7
Q: Which is larger, 1.00000000000000000"
1362,1.278 × 10^7,22376497,8,False,b,b,True,True,True,False," 22376497
Q: Which is larger, 1.234 × 10^5 or 123400? A: They"
1363,2.8073 × 10^7,66342778,8,False,b,b,True,True,True,False," 66342778
Q: Which is larger, 1.000000000000000000000"
1364,8.9785 × 10^7,82681825,8,False,a,a,True,True,True,False," 8.9785 × 10^7
Q: Which is larger, 1.00000000000000000"
1365,94662148,8.9057 × 10^7,8,True,a,a,True,False,True,True," 8.9057 × 10^7
Q: Which is larger, 1.00000000000000000"
1366,6.455 × 10^7,54698501,8,False,a,a,True,True,True,False," 6.455 × 10^7
Q: Which is larger, 1.000000000000000000"
1367,38664074,1.0938 × 10^7,8,False,a,a,True,False,True,True," 1.0938 × 10^7
Q: Which is larger, 1.0938 × 10^7 or 38664"
1368,36689449,6.0873 × 10^7,8,False,b,b,True,True,True,False," 6.0873 × 10^7
Q: Which is larger, 1.00000000000000000"
1369,77029541,5.3069 × 10^7,8,False,a,a,True,False,True,True," 5.3069 × 10^7
Q: Which is larger, 1.00000000000000000"
1370,8.3035 × 10^7,15410578,8,False,a,a,True,True,True,False," 8.3035 × 10^7
Q: Which is larger, 1.00000000000000000"
1371,6.8265 × 10^7,26239716,8,False,a,a,True,True,True,False," 6.8265 × 10^7
Q: Which is larger, 1.00000000000000000"
1372,44899816,8.5305 × 10^7,8,False,b,b,True,True,True,False," 8.5305 × 10^7
Q: Which is larger, 1.00000000000000000"
1373,2.6758 × 10^7,75782782,8,False,b,b,True,True,True,False," 75782782
Q: Which is larger, 1.000000000000000000000"
1374,3.6199 × 10^7,64384799,8,False,b,b,True,False,True,True," 3.6199 × 10^7
Q: Which is larger, 1.00000000000000000"
1375,1.6463 × 10^7,30704994,8,False,b,b,True,True,True,False," 30704994
Q: Which is larger, 1.000000000000000000000"
1376,35981109,4.3016 × 10^7,8,False,b,b,True,True,True,False," 4.3016 × 10^7
Q: Which is larger, 1.00000000000000000"
1377,3.1892 × 10^7,42964928,8,False,b,b,True,False,True,True," 3.1892 × 10^7
Q: Which is larger, 1.00000000000000000"
1378,35759822,1.662 × 10^7,8,False,a,a,True,False,True,True," 1.662 × 10^7
Q: Which is larger, 1.000000000000000000"
1379,2.835 × 10^7,31836010,8,False,b,b,True,True,True,False," 31836010
Q: Which is larger, 1.000000000000000000000"
1380,4.0815 × 10^7,90499762,8,False,b,b,True,True,True,False," 90499762
Q: Which is larger, 1.000000000000000000000"
1381,24463771,1.1922 × 10^7,8,False,a,a,True,False,True,True," 1.1922 × 10^7
Q: Which is larger, 1.00000000000000000"
1382,8.724 × 10^7,37945234,8,False,a,a,True,True,True,False," 8.724 × 10^7
Q: Which is larger, 1.000000000000000000"
1383,4.6316 × 10^7,36228533,8,False,a,a,True,True,True,False," 4.6316 × 10^7
Q: Which is larger, 1.00000000000000000"
1384,55006160,2.9793 × 10^7,8,False,a,a,True,False,True,True," 2.9793 × 10^7
Q: Which is larger, 1.00000000000000000"
1385,8.8691 × 10^7,94715548,8,True,b,b,True,False,True,True," 8.8691 × 10^7
Q: Which is larger, 1.00000000000000000"
1386,89969788,2.8746 × 10^7,8,False,a,a,True,False,True,True," 2.8746 × 10^7
Q: Which is larger, 1.00000000000000000"
1387,6.4315 × 10^7,51149536,8,False,a,a,True,True,True,False," 6.4315 × 10^7
Q: Which is larger, 1.00000000000000000"
1388,63116576,1.6314 × 10^7,8,False,a,a,True,True,True,False," 63116576
Q: Which is larger, 1.000000000000000000000"
1389,24504386,1.3152 × 10^7,8,False,a,a,True,False,True,True," 1.3152 × 10^7
Q: Which is larger, 1.00000000000000000"
1390,1.8331 × 10^7,96617928,8,False,b,b,True,True,True,False," 96617928
Q: Which is larger, 1.000000000000000000000"
1391,3.9282 × 10^7,54537805,8,False,b,b,True,False,True,True," 3.9282 × 10^7
Q: Which is larger, 1.00000000000000000"
1392,13113259,9.8324 × 10^7,8,False,b,b,True,True,True,False," 9.8324 × 10^7
Q: Which is larger, 1.00000000000000000"
1393,1.2789 × 10^7,67339161,8,False,b,b,True,True,True,False," 67339161
Q: Which is larger, 1.234 × 10^5 or 123400? A: "
1394,96716186,4.5593 × 10^7,8,False,a,a,True,False,True,True," 4.5593 × 10^7
Q: Which is larger, 1.00000000000000000"
1395,3.1315 × 10^7,98384961,8,False,b,b,True,False,True,True," 3.1315 × 10^7
Q: Which is larger, 1.00000000000000000"
1396,45556643,9.0748 × 10^7,8,False,b,b,True,True,True,False," 9.0748 × 10^7
Q: Which is larger, 1.00000000000000000"
1397,37242208,8.2293 × 10^7,8,False,b,b,True,True,True,False," 8.2293 × 10^7
Q: Which is larger, 1.00000000000000000"
1398,9.8707 × 10^7,47456083,8,False,a,a,True,True,True,False," 9.8707 × 10^7
Q: Which is larger, 1.00000000000000000"
1399,23471290,4.0473 × 10^7,8,False,b,b,True,True,True,False," 4.0473 × 10^7
Q: Which is larger, 1.00000000000000000"
1400,2.1853 × 10^8,478182391,9,False,b,b,True,False,True,True," 2.1853 × 10^8
Q: Which is larger, 1.00000000000000000"
1401,808098516,9.6474 × 10^8,9,False,b,b,True,True,True,False," 9.6474 × 10^8
Q: Which is larger, 1.00000000000000000"
1402,440842898,3.0882 × 10^8,9,False,a,a,True,False,True,True," 3.0882 × 10^8
Q: Which is larger, 1.00000000000000000"
1403,523528156,9.8515 × 10^8,9,False,b,b,True,True,True,False," 9.8515 × 10^8
Q: Which is larger, 1.00000000000000000"
1404,483398004,3.1273 × 10^8,9,False,a,a,True,False,True,True," 3.1273 × 10^8
Q: Which is larger, 1.00000000000000000"
1405,9.9403 × 10^8,260544681,9,False,a,a,True,True,True,False," 9.9403 × 10^8
Q: Which is larger, 1.0000000001 × 10^10"
1406,3.6498 × 10^8,345458172,9,True,a,a,True,True,True,False," 3.6498 × 10^8
Q: Which is larger, 1.0000000001 × 10^10"
1407,988897450,7.8378 × 10^8,9,False,a,a,True,False,True,True," 7.8378 × 10^8
Q: Which is larger, 1.00000000000000000"
1408,5.5994 × 10^8,860642729,9,False,b,b,True,False,True,True," 5.5994 × 10^8
Q: Which is larger, 1.00000000000000000"
1409,978582173,5.4378 × 10^8,9,False,a,a,True,False,True,True," 5.4378 × 10^8
Q: Which is larger, 1.00000000000000000"
1410,746800717,3.4227 × 10^8,9,False,a,a,True,True,True,False," 746800717
Q: Which is larger, 1.00000000000000000000"
1411,6.4659 × 10^8,449374724,9,False,a,a,True,True,True,False," 6.4659 × 10^8
Q: Which is larger, 1.00000000000000000"
1412,106823615,1.1895 × 10^8,9,False,b,b,True,True,True,False," 1.1895 × 10^8
Q: Which is larger, 1.00000000000000000"
1413,3.4633 × 10^8,227877473,9,False,a,a,True,True,True,False," 3.4633 × 10^8
Q: Which is larger, 1.00000000000000000"
1414,836239088,2.4307 × 10^8,9,False,a,a,True,True,True,False," 836239088
Q: Which is larger, 1.00000000000000000000"
1415,1.2591 × 10^8,746062293,9,False,b,b,True,True,True,False," 746062293
Q: Which is larger, 1.2591 × 10^8 or 1.2591 × "
1416,788204983,9.7599 × 10^8,9,False,b,b,True,True,True,False," 9.7599 × 10^8
Q: Which is larger, 1.00000000000000000"
1417,4.4144 × 10^8,555721205,9,False,b,b,True,False,True,True," 4.4144 × 10^8
Q: Which is larger, 1.00000000000000000"
1418,644745905,1.8202 × 10^8,9,False,a,a,True,False,True,True," 1.8202 × 10^8
Q: Which is larger, 1.00000000000000000"
1419,6.2405 × 10^8,811366534,9,False,b,b,True,False,True,True," 6.2405 × 10^8
Q: Which is larger, 1.00000000000000000"
1420,730679644,2.1288 × 10^8,9,False,a,a,True,True,True,False," 730679644
Q: Which is larger, 1.00000000000000000000"
1421,8.2338 × 10^8,220105833,9,False,a,a,True,True,True,False," 8.2338 × 10^8
Q: Which is larger, 1.00000000000000000"
1422,4.6656 × 10^8,258416549,9,False,a,a,True,True,True,False," 4.6656 × 10^8
Q: Which is larger, 1.00000000000000000"
1423,8.0753 × 10^8,967647897,9,False,b,b,True,False,True,True," 8.0753 × 10^8
Q: Which is larger, 1.00000000000000000"
1424,394108884,5.3853 × 10^8,9,False,b,b,True,True,True,False," 5.3853 × 10^8
Q: Which is larger, 1.00000000000000000"
1425,4.2072 × 10^8,206434047,9,False,a,a,True,True,True,False," 4.2072 × 10^8
Q: Which is larger, 1.00000000000000000"
1426,906070729,1.0255 × 10^8,9,False,a,a,True,True,True,False," 906070729
Q: Which is larger, 1.0255 × 10^8 or 90607072"
1427,999457556,9.7427 × 10^8,9,True,a,a,True,False,True,True," 9.7427 × 10^8
Q: Which is larger, 1.00000000000000000"
1428,8.4694 × 10^8,543663315,9,False,a,a,True,True,True,False," 8.4694 × 10^8
Q: Which is larger, 1.00000000000000000"
1429,714485063,3.461 × 10^8,9,False,a,a,True,False,True,True," 3.461 × 10^8
Q: Which is larger, 1.000000000000000000"
1430,1.4357 × 10^8,250675560,9,False,b,b,True,False,True,True," 1.4357 × 10^8
Q: Which is larger, 1.00000000000000000"
1431,6.4612 × 10^8,822486467,9,False,b,b,True,False,True,True," 6.4612 × 10^8
Q: Which is larger, 1.00000000000000000"
1432,506993419,5.5048 × 10^8,9,False,b,b,True,True,True,False," 5.5048 × 10^8
Q: Which is larger, 1.00000000000000000"
1433,8.3782 × 10^8,989467576,9,False,b,b,True,False,True,True," 8.3782 × 10^8
Q: Which is larger, 1.00000000000000000"
1434,546966341,3.4082 × 10^8,9,False,a,a,True,False,True,True," 3.4082 × 10^8
Q: Which is larger, 1.00000000000000000"
1435,341216747,1.4735 × 10^8,9,False,a,a,True,False,True,True," 1.4735 × 10^8
Q: Which is larger, 1.00000000000000000"
1436,209443157,2.9619 × 10^8,9,False,b,b,True,True,True,False," 2.9619 × 10^8
Q: Which is larger, 1.00000000000000000"
1437,876988764,1.2287 × 10^8,9,False,a,a,True,True,True,False," 876988764
Q: Which is larger, 1.2 × 10^4 or 12000? A: 1."
